iter	Passed	Remaining
407	24259	35199
408	24322	35144
409	24372	35072
410	24417	34992
411	24499	34965
412	24562	34910
413	24621	34850
414	24681	34791
415	24750	34745
416	24821	34701
417	24889	34654
418	24949	34595
419	25006	34533
420	25082	34495
421	25151	34449
422	25199	34374
423	25253	34307
424	25328	34268
425	25385	34204
426	25442	34141
427	25489	34065
428	25545	34000
429	25622	33965
430	25672	33892
431	25730	33831
432	25809	33796
433	25869	33737
434	25927	33676
435	25986	33615
436	26048	33558
437	26119	33514
438	26186	33463
439	26246	33404
440	26301	33338
441	26353	33269
442	26398	33191
443	26464	33140
444	26536	33096
445	26597	33037
446	26652	32972
447	26715	32917
448	26769	32850
449	26838	32802
450	26898	32743
451	26959	32685
452	27016	32622
453	27075	32561
454	27146	32516
455	27207	32458
456	27264	32394
457	27328	32340
458	27378	32269
459	27458	32233
460	27535	32194
461	27582	32120
462	27645	32064
463	27694	31992
464	27759	31938
465	27809	31868
466	27861	31798
467	27913	31731
468	27962	31658
469	28034	31613
470	28090	31549
471	28141	31480
472	28195	31414
473	28271	31373
474	28331	31314
475	28397	31261
476	28460	31204
477	28521	31147
478	28592	31100
479	28635	31021
480	28687	30954
481	28749	30896
482	28817	30846
483	28870	30779
484	28930	30720
485	28974	30643
486	29025	30575
487	29089	30519
488	29142	30454
489	29190	30381
490	29263	30336
491	29320	30273
492	29369	30203
493	29438	30153
494	29501	30097
495	29548	30025
496	29594	29952
497	29648	29886
498	29705	29824
499	29769	29769
500	29824	29705
501	29886	29648
502	29960	29603
503	30016	29540
504	30075	29480
505	30126	29412
506	30173	29340
507	30224	29272
508	30281	29210
509	30344	29154
510	30402	29093
511	30462	29034
512	30531	28983
513	30597	28930
514	30641	28856
515	30693	28789
516	30748	28726
517	30798	28658
518	30878	28618
519	30955	28574
520	31016	28516
521	31072	28453
522	31133	28394
523	31195	28337
524	31253	28277
525	31323	28226
526	31376	28161
527	31444	28109
528	31496	28043
529	31556	27984
530	31616	27924
531	31676	27865
532	31735	27805
533	31784	27736
534	31855	27687
535	31915	27628
536	31974	27568
537	32033	27508
538	32093	27449
539	32164	27399
540	32234	27348
541	32304	27298
542	32371	27244
543	32442	27194
544	32491	27125
545	32549	27064
546	32615	27010
547	32687	26961
548	32766	26917
549	32831	26862
550	32884	26796
551	32945	26738
552	33013	26685
553	33073	26626
554	33138	26570
555	33195	26508
556	33245	26441
557	33307	26383
558	33375	26330
559	33448	26280
560	33513	26225
561	33583	26173
562	33643	26114
563	33684	26040
564	33746	25981
565	33802	25919
566	33860	25858
567	33920	25798
568	33968	25729
569	34036	25676
570	34089	25611
571	34131	25538
572	34181	25471
573	34239	25410
574	34299	25351
575	34361	25294
576	34419	25232
577	34483	25176
578	34545	25118
579	34599	25054
580	34659	24995
581	34718	24935
582	34767	24867
583	34813	24798
584	34861	24731
585	34925	24674
586	34962	24598
587	35027	24543
588	35079	24477
589	35133	24415
590	35176	24343
591	35229	24280
592	35289	24220
593	35347	24160
594	35403	24097
595	35458	24035
596	35506	23968
597	35580	23918
598	35622	23847
599	35682	23788
600	35742	23728
601	35802	23670
602	35853	23605
603	35937	23561
604	36004	23507
605	36064	23447
606	36125	23389
607	36185	23330
608	36244	23270
609	36303	23210
610	36384	23164
611	36442	23104
612	36496	23040
613	36579	22996
614	36643	22939
615	36709	22883
616	36765	22821
617	36807	22751
618	36855	22684
619	36912	22623
620	36976	22566
621	37042	22511
622	37120	22462
623	37180	22403
624	37245	22347
625	37319	22296
626	37387	22241
627	37453	22185
628	37533	22138
629	37580	22071
630	37633	22007
631	37722	21965
632	37786	21907
633	37856	21853
634	37919	21796
635	37976	21735
636	38063	21691
637	38121	21629
638	38180	21569
639	38247	21514
640	38322	21462
641	38378	21400
642	38431	21337
643	38481	21272
644	38529	21206
645	38590	21147
646	38634	21078
647	38674	21008
648	38718	20940
649	38764	20873
650	38822	20812
651	38873	20748
652	38935	20690
653	38998	20632
654	39069	20578
655	39130	20519
656	39192	20461
657	39256	20403
658	39327	20350
659	39384	20289
660	39447	20231
661	39521	20178
662	39577	20116
663	39626	20051
664	39674	19986
665	39726	19923
666	39798	19869
667	39849	19805
668	39899	19740
669	39956	19680
670	40010	19617
671	40068	19557
672	40128	19497
673	40187	19437
674	40256	19382
675	40317	19323
676	40369	19260
677	40448	19210
678	40510	19151
679	40578	19095
680	40627	19031
681	40691	18973
682	40759	18917
683	40816	18856
684	40871	18794
685	40931	18735
686	40989	18675
687	41055	18617
688	41115	18558
689	41185	18503
690	41252	18447
691	41313	18388
692	41355	18320
693	41420	18263
694	41488	18207
695	41527	18138
696	41580	18075
697	41659	18024
698	41728	17968
699	41797	17913
700	41867	17857
701	41943	17805
702	42015	17750
703	42074	17690
704	42118	17623
705	42198	17572
706	42256	17512
707	42317	17453
708	42366	17388
709	42412	17323
710	42473	17264
711	42522	17200
712	42580	17139
713	42633	17077
714	42716	17026
715	42817	16983
716	42871	16921
717	42921	16857
718	42986	16799
719	43063	16747
720	43131	16690
721	43180	16626
722	43239	16566
723	43298	16505
724	43359	16446
725	43418	16386
726	43475	16325
727	43539	16267
728	43586	16202
729	43645	16142
730	43742	16096
731	43779	16028
732	43847	15971
733	43915	15914
734	43960	15849
735	44023	15791
736	44069	15726
737	44128	15666
738	44188	15606
739	44256	15549
740	44318	15490
741	44371	15428
742	44445	15373
743	44493	15309
744	44557	15251
745	44633	15196
746	44680	15132
747	44733	15070
748	44791	15010
749	44834	14944
750	44908	14889
751	44952	14824
752	45012	14765
753	45066	14703
754	45135	14646
755	45206	14590
756	45270	14532
757	45310	14465
758	45357	14401
759	45401	14337
760	45446	14273
761	45506	14213
762	45569	14154
763	45627	14094
764	45695	14037
765	45746	13974
766	45801	13913
767	45855	13852
768	45914	13792
769	45978	13733
770	46028	13671
771	46089	13611
772	46150	13552
773	46213	13493
774	46285	13437
775	46337	13375
776	46401	13317
777	46471	13260
778	46526	13199
779	46583	13138
780	46647	13080
781	46694	13017
782	46744	12954
783	46825	12900
784	46885	12841
785	46960	12785
786	47024	12727
787	47087	12668
788	47136	12605
789	47192	12544
790	47238	12481
791	47299	12422
792	47365	12363
793	47422	12303
794	47476	12242
795	47538	12183
796	47589	12121
797	47648	12061
798	47704	12000
799	47770	11942
800	47823	11881
801	47893	11824
802	47951	11763
803	48029	11708
804	48107	11653
805	48158	11591
806	48234	11535
807	48309	11479
808	48356	11416
809	48404	11354
810	48463	11294
811	48526	11235
812	48588	11176
813	48643	11115
814	48699	11054
815	48760	10994
816	48809	10932
817	48856	10870
818	48900	10807
819	48950	10745
820	49008	10685
821	49063	10624
822	49141	10568
823	49184	10505
824	49265	10450
825	49326	10390
826	49386	10331
827	49435	10269
828	49502	10210
829	49553	10149
830	49606	10088
831	49683	10032
832	49726	9969
833	49776	9907
834	49835	9847
835	49896	9788
836	49955	9728
837	50011	9668
838	50065	9607
839	50126	9547
840	50202	9491
841	50263	9431
842	50311	9370
843	50364	9309
844	50431	9250
845	50494	9191
846	50549	9131
847	50600	9069
848	50671	9012
849	50741	8954
850	50796	8893
851	50848	8832
852	50915	8774
853	50981	8715
854	51046	8656
855	51087	8594
856	51143	8533
857	51210	8475
858	51286	8418
859	51356	8360
860	51415	8300
861	51462	8238
862	51530	8180
863	51587	8120
864	51647	8060
865	51699	7999
866	51756	7939
867	51802	7877
868	51850	7816
869	51898	7755
870	51972	7697
871	52028	7637
872	52083	7576
873	52129	7515
874	52191	7455
875	52239	7394
876	52291	7333
877	52349	7274
878	52409	7214
879	52467	7154
880	52527	7095
881	52587	7035
882	52644	6975
883	52709	6916
884	52762	6856
885	52820	6796
886	52887	6737
887	52936	6676
888	52989	6616
889	53045	6556
890	53106	6496
891	53154	6435
892	53209	6375
893	53272	6316
894	53330	6256
895	53387	6196
896	53438	6136
897	53485	6075
898	53547	6015
899	53603	5955
900	53674	5897
901	53729	5837
902	53779	5776
903	53826	5716
904	53883	5656
905	53966	5599
906	54009	5537
907	54055	5476
908	54103	5416
909	54159	5356
910	54216	5296
911	54265	5236
912	54324	5176
913	54365	5115
914	54422	5055
915	54481	4996
916	54561	4938
917	54611	4878
918	54671	4818
919	54742	4760
920	54816	4701
921	54873	4642
922	54939	4583
923	55015	4525
924	55074	4465
925	55128	4405
926	55173	4344
927	55242	4286
928	55311	4227
929	55382	4168
930	55441	4108
931	55483	4048
932	55548	3989
933	55607	3929
934	55645	3868
935	55721	3810
936	55766	3749
937	55817	3689
938	55863	3629
939	55922	3569
940	55983	3510
941	56030	3449
942	56091	3390
943	56173	3332
944	56232	3272
945	56294	3213
946	56337	3152
947	56392	3093
948	56456	3033
949	56525	2975
950	56571	2914
951	56641	2855
952	56696	2796
953	56741	2735
954	56802	2676
955	56859	2616
956	56918	2557
957	56979	2498
958	57038	2438
959	57097	2379
960	57159	2319
961	57204	2259
962	57278	2200
963	57343	2141
964	57406	2082
965	57470	2022
966	57540	1963
967	57603	1904
968	57675	1845
969	57719	1785
970	57778	1725
971	57835	1666
972	57890	1606
973	57957	1547
974	58017	1487
975	58075	1428
976	58146	1368
977	58212	1309
978	58277	1250
979	58315	1190
980	58367	1130
981	58424	1070
982	58486	1011
983	58553	952
984	58609	892
985	58654	832
986	58701	773
987	58757	713
988	58816	654
989	58858	594
990	58910	535
991	58993	475
992	59050	416
993	59117	356
994	59190	297
995	59259	237
996	59291	178
997	59323	118
998	59353	59
999	59384	0
