iter	Logloss
209	0.4675577141
210	0.4673950109
211	0.467255788
212	0.4670970279
213	0.4669157321
214	0.466732128
215	0.4665750174
216	0.4663660725
217	0.4661548771
218	0.4659787073
219	0.4658130628
220	0.4656935752
221	0.4654144909
222	0.4652150273
223	0.4650143699
224	0.4648468695
225	0.4647290391
226	0.4645487529
227	0.4643580886
228	0.4641304333
229	0.4639183642
230	0.4637531473
231	0.463630495
232	0.4634398951
233	0.4632454266
234	0.4630645966
235	0.462929963
236	0.4628100666
237	0.4626143706
238	0.4623615222
239	0.4622266404
240	0.4620466752
241	0.4618117685
242	0.461664745
243	0.4614896993
244	0.4613368752
245	0.4611193604
246	0.4609175062
247	0.4607887864
248	0.4606462674
249	0.4605144784
250	0.4603904986
251	0.4602581042
252	0.4600204653
253	0.459867901
254	0.4596574052
255	0.4594802943
256	0.4593120396
257	0.4591442692
258	0.4589271859
259	0.4587646242
260	0.4585547206
261	0.4583311728
262	0.4581269979
263	0.4578861102
264	0.4576214253
265	0.4573751889
266	0.457178548
267	0.4569239873
268	0.4567566092
269	0.456542924
270	0.4563343176
271	0.4561778904
272	0.4558791585
273	0.4557145222
274	0.4555328577
275	0.4552906246
276	0.4550595783
277	0.4548978218
278	0.4547422023
279	0.4545396864
280	0.4542955407
281	0.4540722557
282	0.4539049437
283	0.4537359218
284	0.4535470885
285	0.4533699565
286	0.4531511243
287	0.4530155635
288	0.4528024245
289	0.4526452544
290	0.4524764455
291	0.4522903194
292	0.4520187442
293	0.4518299014
294	0.4516581693
295	0.451493509
296	0.4513297381
297	0.4511202055
298	0.4509293152
299	0.450651303
300	0.4504040783
301	0.4502019975
302	0.4499483041
303	0.4496996285
304	0.4494356996
305	0.4491482811
306	0.4489216389
307	0.4487055303
308	0.4484432431
309	0.4482863993
310	0.4480554073
311	0.4478425414
312	0.447557084
313	0.4474043841
314	0.4471923339
315	0.447012491
316	0.4467656002
317	0.446568875
318	0.4463857765
319	0.4461167596
320	0.4458873981
321	0.4457003304
322	0.4454709647
323	0.4451749674
324	0.4449552624
325	0.444698042
326	0.4445041797
327	0.4442517735
328	0.4439517776
329	0.443802414
330	0.443568979
331	0.4433650619
332	0.4431130996
333	0.4427942584
334	0.4425710136
335	0.4423353335
336	0.4421340617
337	0.4419170818
338	0.4416778213
339	0.4414781972
340	0.4412968503
341	0.4410077752
342	0.4408070176
343	0.4405017619
344	0.4402889206
345	0.4400966284
346	0.4397499048
347	0.4394680726
348	0.4392243159
349	0.4389984118
350	0.4387427437
351	0.4385167597
352	0.4382288586
353	0.4380373481
354	0.4378032526
355	0.4375684562
356	0.4373820761
357	0.437121233
358	0.4369228956
359	0.4367193495
360	0.436393572
361	0.4361348272
362	0.4358621843
363	0.4355827937
364	0.4353454281
365	0.4351655773
366	0.4348984436
367	0.4346149177
368	0.4343732711
369	0.4341984876
370	0.4339977533
371	0.4336590943
372	0.4334234333
373	0.4331447736
374	0.4328606592
375	0.4326057176
376	0.4322975608
377	0.4320197499
378	0.4317878676
379	0.4315723497
380	0.4313061951
381	0.4310060642
382	0.4308290634
383	0.4305234362
384	0.4302682404
385	0.4300475651
386	0.4298071341
387	0.429597712
388	0.4293904499
389	0.4291594663
390	0.4288538414
391	0.4286252861
392	0.4283646308
393	0.4281016454
394	0.4279158942
395	0.4277417439
396	0.4275986119
397	0.4273538993
398	0.4271243391
399	0.4269412198
400	0.4266972769
401	0.4264735535
402	0.4262496361
403	0.4260352867
404	0.4258044952
405	0.4255817261
406	0.4253646574
407	0.4250790165
408	0.4247838142
409	0.4245990904
410	0.4243116778
411	0.4240488606
412	0.4237843602
413	0.4236164329
414	0.4233817042
415	0.4230981463
416	0.4228073942
417	0.4225619231
418	0.4223646795
419	0.4221088399
420	0.4218559716
421	0.4216208516
422	0.4213784257
423	0.421178559
424	0.4209607985
425	0.4207448154
426	0.4205112408
427	0.420335535
428	0.420082655
429	0.4198304092
430	0.4195995025
431	0.4194058941
432	0.4191770818
433	0.4189370096
434	0.418799536
435	0.4185394374
436	0.4182806659
437	0.4181316419
438	0.4179122334
439	0.4177108092
440	0.4175002721
441	0.4172973487
442	0.4170682534
443	0.4169003147
444	0.4166972026
445	0.4164483599
446	0.4161871568
447	0.4159788291
448	0.4156864691
449	0.4154023921
450	0.4151584937
451	0.4149303497
452	0.4146944708
453	0.414450004
454	0.4142460636
455	0.4140512535
456	0.4138279023
457	0.4136182534
458	0.4134882088
459	0.4132136796
460	0.4130249872
461	0.4128455211
462	0.4126033455
463	0.4123520001
464	0.4121313197
465	0.4119355205
466	0.4117389833
467	0.4115394908
468	0.4112909746
469	0.411064064
470	0.4108623293
471	0.410637885
472	0.4104526328
473	0.410254617
474	0.4099932637
475	0.4097666583
476	0.4095722829
477	0.4092963614
478	0.4091277965
479	0.4089068952
480	0.4086538046
481	0.4084044116
482	0.4081640157
483	0.4078983823
484	0.407746039
485	0.4075273105
486	0.4073458103
487	0.407147992
488	0.4069109828
489	0.4067304359
490	0.4065598636
491	0.4062422492
492	0.4059690427
493	0.4057707836
494	0.4055511072
495	0.4053352446
496	0.4052527273
497	0.4050547857
498	0.4048742488
499	0.4046948542
500	0.404512629
501	0.4042930464
502	0.4041705485
503	0.4039754405
504	0.403810932
505	0.4035834222
506	0.4034059507
507	0.4031879826
508	0.4029876447
509	0.4027625744
510	0.4025706578
511	0.4023975973
512	0.4021863568
513	0.401976064
514	0.4018148312
515	0.401674539
516	0.4014544552
517	0.4012644025
518	0.4011077445
519	0.4008617278
520	0.4007000107
521	0.4004827149
522	0.4002285465
523	0.4000674277
524	0.3998873118
525	0.399682613
526	0.3994988516
527	0.399330116
528	0.3991493802
529	0.3988876334
530	0.3987068937
531	0.3985356663
532	0.3983379856
533	0.3981294113
534	0.3979481983
535	0.3977370639
536	0.3975699025
537	0.3973566151
538	0.3971643002
539	0.3969834917
540	0.3967752696
541	0.3966169969
542	0.3963821425
543	0.3961789763
544	0.39599762
545	0.3957519256
546	0.3955195864
547	0.3953198576
548	0.3951574244
549	0.3948968957
550	0.3947131119
551	0.394505803
552	0.3943508722
553	0.3941361661
554	0.393941137
555	0.3937601405
556	0.3935349525
557	0.393245471
558	0.3930421399
559	0.3928267126
560	0.3926458705
561	0.3924623548
562	0.3922686126
563	0.3920802857
564	0.391851499
565	0.3916581362
566	0.3915906746
567	0.3913817995
568	0.3911989317
569	0.3909930495
570	0.3908409582
571	0.3907151966
572	0.3905275897
573	0.3903231391
574	0.3901526161
575	0.3899560963
576	0.3897323876
577	0.3895398658
578	0.3892904083
579	0.3891059096
580	0.3888767759
581	0.3886623204
582	0.3884274667
583	0.3881601478
584	0.3879981933
585	0.3877692375
586	0.387649585
587	0.3874949277
588	0.3873049089
589	0.3870999819
590	0.3868997697
591	0.3866335839
592	0.3864209258
593	0.3862274614
594	0.3860471323
595	0.3858849124
596	0.3856932265
597	0.3855017897
598	0.3853508475
599	0.3852020404
600	0.3849889113
601	0.3847980834
602	0.3846173875
603	0.3844061625
604	0.3842138457
605	0.3840596155
606	0.3838925409
607	0.3837757908
608	0.3836089723
609	0.3835403102
610	0.3833223875
611	0.3830976476
612	0.3829499483
613	0.3827251414
614	0.382588572
615	0.3824114701
616	0.3822562287
617	0.3820563164
618	0.3818921765
619	0.3817165272
620	0.381481583
621	0.3812862111
622	0.3810534243
623	0.3808994473
624	0.3806917533
625	0.3805612486
626	0.3803832775
627	0.3801832977
628	0.3800398647
629	0.3798780989
630	0.3797161877
631	0.3795443726
632	0.37934748
633	0.3791818524
634	0.3790200054
635	0.378853067
636	0.3786235497
637	0.3784459875
638	0.3782535087
639	0.378038511
640	0.3779027357
641	0.377668984
642	0.3774715643
643	0.3772947636
644	0.3771888284
645	0.3769625627
646	0.3768313943
647	0.37671075
648	0.37654894
649	0.3763420983
650	0.3762383278
651	0.3760488237
652	0.3758370794
653	0.3756966953
654	0.3756254603
655	0.3754040465
656	0.3752123675
657	0.3749957759
658	0.3747968194
659	0.3746680349
660	0.3744735776
661	0.3743472652
662	0.3741901207
663	0.3739985769
664	0.3738484322
665	0.3736417055
666	0.3734564022
667	0.3732784585
668	0.3730825449
669	0.3729217497
670	0.3727172704
671	0.3725168025
672	0.3722589942
673	0.3721135592
674	0.3719053024
675	0.3717684773
676	0.3715464388
677	0.3713633179
678	0.3710836182
679	0.3709298823
680	0.3707527566
681	0.3705948714
682	0.3703564044
683	0.3701965048
684	0.370008757
685	0.3698196204
686	0.3696530646
687	0.369526409
688	0.3693246446
689	0.3690948308
690	0.3689135455
691	0.3687608823
692	0.3685963998
693	0.368428401
694	0.3681977809
695	0.3681793381
696	0.3679636288
697	0.3677871708
698	0.3675941732
699	0.3674255372
700	0.3672129252
701	0.367038459
702	0.3668967729
703	0.3667050153
704	0.3665799399
705	0.3663867325
706	0.3662217691
707	0.3660245814
708	0.3658236957
709	0.3656516392
710	0.3654950779
711	0.3653344445
712	0.3651747474
713	0.3650548366
714	0.364822586
715	0.3646763618
716	0.3644747436
717	0.364304638
718	0.3641494685
719	0.3639474165
720	0.3637688389
721	0.3635620136
722	0.3634348347
723	0.3632529714
724	0.3631117413
725	0.3629412279
726	0.3627961112
727	0.362612934
728	0.3624256251
729	0.3622926123
730	0.3621214119
731	0.3619567129
732	0.3617232534
733	0.3615454963
734	0.3613684299
735	0.3611751198
736	0.3610380856
737	0.3608543566
738	0.3606738857
739	0.3605170046
740	0.3603866921
741	0.3601797585
742	0.3599865915
743	0.3598046678
744	0.3596478837
745	0.3595076724
746	0.3593721114
747	0.3591488605
748	0.3589894429
749	0.3587667418
750	0.3585937064
751	0.358424156
752	0.3582420285
753	0.3581001887
754	0.3579100067
755	0.3576924351
756	0.3575500897
757	0.3574179883
758	0.3573580132
759	0.3572069531
760	0.3570225675
761	0.3568351197
762	0.3566334616
763	0.3564817101
764	0.3563120983
765	0.3561862821
766	0.3560517741
767	0.355943013
768	0.3557715565
769	0.3556194996
770	0.3555688858
771	0.3553145438
772	0.3551883153
773	0.3550316692
774	0.3548585994
775	0.3546660366
776	0.3544313611
777	0.3542317569
778	0.3540147975
779	0.3538810729
780	0.3537303496
781	0.3535675022
782	0.3534033539
783	0.3531874531
784	0.352984065
785	0.3528507558
786	0.3526509474
787	0.3525319691
788	0.3523553577
789	0.3522230404
790	0.3520322301
791	0.3518724466
792	0.3517318275
793	0.3515713123
794	0.3514212928
795	0.3512179196
796	0.3509909819
797	0.3507628298
798	0.3506450824
799	0.3504840181
800	0.3503487282
801	0.3501768704
802	0.3500132296
803	0.3498220427
804	0.3496491266
805	0.349451083
806	0.3492849037
807	0.3491135491
808	0.3489149128
809	0.3487717138
810	0.3485944099
811	0.3484425854
812	0.3482931801
813	0.3481316934
814	0.3479546905
815	0.3478132695
816	0.3476820728
817	0.3475062917
818	0.3472883535
819	0.3470873205
820	0.3469668961
821	0.3468568023
822	0.3467444693
823	0.3466033756
824	0.3463690285
825	0.3462233953
826	0.3460579257
827	0.345888324
828	0.3457167906
829	0.345557239
830	0.3454050165
831	0.3452118731
832	0.3450391172
833	0.3448467274
834	0.3446953133
835	0.3444818166
836	0.3443243832
837	0.3441447851
838	0.3440332591
839	0.3438673194
840	0.3436882356
841	0.3435327133
842	0.3433700459
843	0.3431939431
844	0.3430475786
845	0.342889507
846	0.3427311842
847	0.3425800253
848	0.3424503704
849	0.3422344534
850	0.3420125803
851	0.3418942009
852	0.3417377475
853	0.3415992232
854	0.341441211
855	0.3412395603
856	0.3410643951
857	0.34092229
858	0.3407197754
859	0.340560726
860	0.3403665587
861	0.3401676694
862	0.3399968202
863	0.3398640768
864	0.339655832
865	0.3394719276
866	0.3392954904
867	0.3391186447
868	0.3391044941
869	0.3389795546
870	0.3388066896
871	0.3386620635
872	0.3385450026
873	0.338391856
874	0.3382168606
875	0.3380194156
876	0.3378861049
877	0.3377132976
878	0.3375461315
879	0.3373976934
880	0.3372725666
881	0.3370974033
882	0.3369699202
883	0.3367764541
884	0.336584596
885	0.3364616577
886	0.3363824162
887	0.3362013734
888	0.3360652665
889	0.3359273848
890	0.3358012769
891	0.3356692094
892	0.3355412388
893	0.3354237848
894	0.3352882559
895	0.335160705
896	0.3349900166
897	0.3348398997
898	0.3346271124
899	0.3344895875
900	0.334316096
901	0.3341922651
902	0.334018825
903	0.333865429
904	0.3337006238
905	0.3335545981
906	0.333399798
907	0.3332553091
908	0.3331187925
909	0.3329728508
910	0.3328500111
911	0.3327337503
912	0.3325656747
913	0.3323601342
914	0.3321751258
915	0.3319802143
916	0.3318513499
917	0.3316513004
918	0.3315138773
919	0.33138922
920	0.3311733372
921	0.3310407924
922	0.3309170204
923	0.3307885123
924	0.330647621
925	0.3304864531
926	0.3303486577
927	0.3301523449
928	0.3299896911
929	0.3298323382
930	0.3296715186
931	0.3295365842
932	0.3294227179
933	0.3293004926
934	0.3291031653
935	0.3289472448
936	0.3287863474
937	0.3286406806
938	0.328432128
939	0.3283130703
940	0.3281723369
941	0.3280009901
942	0.3278552084
943	0.327708741
944	0.3275891891
945	0.3274689745
946	0.3274549587
947	0.327315031
948	0.3271712332
949	0.3269662099
950	0.3268073338
951	0.3265883314
952	0.3264278991
953	0.3263101764
954	0.3261381618
955	0.3259787086
956	0.3258562648
957	0.3256954241
958	0.3255321271
959	0.3254239421
960	0.3252772419
961	0.32514013
962	0.3249644876
963	0.3247956908
964	0.3246728463
965	0.3245106345
966	0.3242937395
967	0.3241356831
968	0.3239717412
969	0.3238445965
970	0.3238148351
971	0.3236917416
972	0.3235780651
973	0.3233744429
974	0.3231750499
975	0.323043894
976	0.3228806041
977	0.3227692352
978	0.3226789985
979	0.3225095746
980	0.3223747954
981	0.3222396957
982	0.3220402882
983	0.3219351078
984	0.3218498081
985	0.3217512922
986	0.3215425325
987	0.3213808122
988	0.3211758271
989	0.3210370397
990	0.3208871746
991	0.3206856932
992	0.3205225413
993	0.3203653349
994	0.3202402171
995	0.320094532
996	0.3199398642
997	0.3197969314
998	0.3196810887
999	0.319517654
