iter	Logloss
290	0.1366055998
291	0.1364985143
292	0.1364847875
293	0.1364233945
294	0.1364122613
295	0.1363298125
296	0.136186031
297	0.1360985865
298	0.1360851248
299	0.1358394797
300	0.135676677
301	0.1356666438
302	0.1355245439
303	0.1354209291
304	0.1353204628
305	0.1352403615
306	0.1350889112
307	0.1349236406
308	0.1348736068
309	0.1348636534
310	0.1347050243
311	0.1346166576
312	0.1345411216
313	0.1344400792
314	0.1343332128
315	0.1341922483
316	0.1340927073
317	0.1339562469
318	0.133924124
319	0.1338245097
320	0.133750488
321	0.1336529864
322	0.1335214261
323	0.1334980363
324	0.1333910847
325	0.1333095441
326	0.133187915
327	0.1331726206
328	0.1330283662
329	0.1330080729
330	0.1329101484
331	0.1328163795
332	0.1327865419
333	0.1325873961
334	0.1324881439
335	0.13239247
336	0.1322807261
337	0.1321995627
338	0.1321284364
339	0.1319480805
340	0.1319368293
341	0.131775647
342	0.1316853953
343	0.1315939025
344	0.1314522601
345	0.1313645846
346	0.1313553194
347	0.1312231163
348	0.131074415
349	0.1309569102
350	0.1308512908
351	0.130794974
352	0.1306732167
353	0.1304485941
354	0.1303967194
355	0.1302454057
356	0.1301516497
357	0.1300594483
358	0.1299813113
359	0.1299163827
360	0.1296851802
361	0.1295561107
362	0.1294731948
363	0.1294623377
364	0.1292689942
365	0.1291548578
366	0.1290489313
367	0.1290328485
368	0.1289592867
369	0.1288691938
370	0.1287570287
371	0.1286572011
372	0.1285718401
373	0.1284826896
374	0.1283196364
375	0.1282178322
376	0.1281218086
377	0.1278892338
378	0.1277515047
379	0.1276795661
380	0.1274231835
381	0.1272817405
382	0.1271550103
383	0.1270329223
384	0.1269560901
385	0.1269446706
386	0.1268122525
387	0.126704906
388	0.1265860146
389	0.1264733811
390	0.1263959938
391	0.1263082341
392	0.1262213643
393	0.126071883
394	0.1260614692
395	0.12593585
396	0.1259236249
397	0.1258220703
398	0.1256763128
399	0.1255358659
400	0.1254643728
401	0.1253298273
402	0.1252083637
403	0.125109872
404	0.1249991944
405	0.1249550212
406	0.1247587342
407	0.124643089
408	0.1245547915
409	0.12445037
410	0.1242618999
411	0.124233441
412	0.1241479792
413	0.1240681072
414	0.1239573515
415	0.1239069679
416	0.1237777313
417	0.1236961898
418	0.1235942334
419	0.1234435099
420	0.1233329254
421	0.1231916011
422	0.1231023951
423	0.1230102383
424	0.1229071125
425	0.1227784117
426	0.1226966467
427	0.1226806658
428	0.12261284
429	0.122531741
430	0.1223719887
431	0.1222652632
432	0.1220678137
433	0.1219788784
434	0.1219066413
435	0.1218130707
436	0.1217139303
437	0.1216068054
438	0.1215031302
439	0.1213612057
440	0.1212951943
441	0.1212535391
442	0.1211728821
443	0.1210351741
444	0.1208927259
445	0.1207918056
446	0.1206792165
447	0.1205770177
448	0.1204071688
449	0.1203387112
450	0.1202487166
451	0.12017937
452	0.1200523578
453	0.1199457149
454	0.1198431393
455	0.1197723503
456	0.1196646884
457	0.1195894071
458	0.1195000714
459	0.1193886391
460	0.1192521405
461	0.1190582777
462	0.1189015586
463	0.1188555535
464	0.1187619822
465	0.1186559437
466	0.1185818619
467	0.1184597464
468	0.118430104
469	0.1183644016
470	0.1182518646
471	0.1181407386
472	0.1180213256
473	0.1179126452
474	0.1178280111
475	0.1176419337
476	0.1176302946
477	0.1175519197
478	0.1174516523
479	0.1173315105
480	0.1172544894
481	0.1171656226
482	0.1170973817
483	0.116961105
484	0.1169448415
485	0.1168742672
486	0.1168163559
487	0.1166582249
488	0.1165353135
489	0.1164332985
490	0.1163542656
491	0.1161954953
492	0.1160954846
493	0.1160175477
494	0.1159043842
495	0.1157859409
496	0.1156745852
497	0.1155472324
498	0.1154713862
499	0.115364854
500	0.1153223964
501	0.1152103979
502	0.1150406932
503	0.1149941285
504	0.1148121745
505	0.1146820134
506	0.114571876
507	0.1144579444
508	0.1143686058
509	0.1142968532
510	0.1141931221
511	0.1140976536
512	0.114018374
513	0.1139359687
514	0.1138244868
515	0.1137307602
516	0.1136336839
517	0.1135731668
518	0.1134607241
519	0.1133847052
520	0.1132497392
521	0.1131735435
522	0.1130912639
523	0.112987869
524	0.1128994187
525	0.1128245881
526	0.112720333
527	0.1125653815
528	0.1124018462
529	0.1123209686
530	0.1122171991
531	0.1120891102
532	0.1120071729
533	0.1119174658
534	0.111722467
535	0.1116132118
536	0.111529261
537	0.1114139256
538	0.1113516008
539	0.1113259829
540	0.1111435721
541	0.1110837619
542	0.1110730386
543	0.1110208108
544	0.1109292361
545	0.1108282439
546	0.110760014
547	0.1106703774
548	0.110543686
549	0.1104439575
550	0.1103262147
551	0.1102504238
552	0.1101360781
553	0.1100010746
554	0.1099172672
555	0.1098568202
556	0.1097311211
557	0.1096659151
558	0.109588084
559	0.1095144898
560	0.1094415826
561	0.1093605614
562	0.1092260832
563	0.109216368
564	0.1091445655
565	0.1090243255
566	0.1088809529
567	0.1087772943
568	0.1087087491
569	0.1085882029
570	0.108579686
571	0.1084007794
572	0.1083166153
573	0.1081981597
574	0.1080980435
575	0.1080199578
576	0.1078889887
577	0.1078113598
578	0.1076950911
579	0.1076170746
580	0.10756643
581	0.1075069415
582	0.1074373217
583	0.1073763571
584	0.1072968635
585	0.1071862085
586	0.1071261765
587	0.1070081844
588	0.1069053878
589	0.1067493847
590	0.1066520727
591	0.1065452966
592	0.1064637942
593	0.1063999155
594	0.1062970108
595	0.1062213384
596	0.1060988071
597	0.1060206519
598	0.1059599418
599	0.1058511655
600	0.1057584574
601	0.1057197729
602	0.105656494
603	0.1055787375
604	0.105501936
605	0.105492715
606	0.1054401893
607	0.1053574489
608	0.1052915707
609	0.1052093548
610	0.1051047603
611	0.1049584772
612	0.1049513702
613	0.1048632459
614	0.1047435718
615	0.1047371326
616	0.1046579756
617	0.1045448102
618	0.1044351219
619	0.1043134704
620	0.1042339432
621	0.104065606
622	0.1040051793
623	0.1039467564
624	0.1038570448
625	0.1037374711
626	0.1035554287
627	0.103472702
628	0.1033342943
629	0.1033288276
630	0.1032293504
631	0.1031582357
632	0.1031064961
633	0.1030555064
634	0.1029542934
635	0.1028744921
636	0.1027932347
637	0.1027270367
638	0.1026155765
639	0.1025223655
640	0.1024631442
641	0.1023464691
642	0.1022732018
643	0.1021331819
644	0.1020148467
645	0.1019431772
646	0.1018405182
647	0.101751304
648	0.101618102
649	0.1015417833
650	0.1014770354
651	0.1014260979
652	0.1013488356
653	0.1013042114
654	0.1011953754
655	0.1010965293
656	0.1010293713
657	0.1009610673
658	0.1008845151
659	0.1007935702
660	0.100746392
661	0.1006261796
662	0.100531359
663	0.100425496
664	0.1003219686
665	0.1002353074
666	0.1001845987
667	0.1000529558
668	0.09995956015
669	0.09994829134
670	0.0998559435
671	0.09974187069
672	0.09973686641
673	0.09967344135
674	0.09959485162
675	0.09954027579
676	0.09948958907
677	0.09943834345
678	0.09933119819
679	0.09922379152
680	0.0991261612
681	0.09908317358
682	0.09897641984
683	0.09886237041
684	0.09879565302
685	0.09872177081
686	0.09861431172
687	0.09853843726
688	0.09843695667
689	0.09837346887
690	0.09825381991
691	0.09820667056
692	0.09812930174
693	0.09798540536
694	0.09792179178
695	0.09788008442
696	0.09777416795
697	0.09770178253
698	0.09756354578
699	0.09749164223
700	0.09740459903
701	0.09730096492
702	0.09713605644
703	0.09708539165
704	0.09701875913
705	0.09690405382
706	0.09679726664
707	0.09673130196
708	0.0966107976
709	0.09656762211
710	0.09643586876
711	0.09636374189
712	0.09621518085
713	0.09619640488
714	0.09613659707
715	0.09606349778
716	0.09602744398
717	0.09593756378
718	0.09586426636
719	0.09576259189
720	0.09558247559
721	0.09546515371
722	0.09530325876
723	0.09522595518
724	0.09518634135
725	0.09508485321
726	0.09507030191
727	0.09504302335
728	0.09497819553
729	0.09490448556
730	0.09483935607
731	0.09474837019
732	0.09463045237
733	0.09457190559
734	0.09450825814
735	0.0944623762
736	0.09441910096
737	0.0942933421
738	0.09428625995
739	0.0941812032
740	0.09408145752
741	0.09401621946
742	0.09395972215
743	0.09388858038
744	0.09380568456
745	0.09379568069
746	0.09369662846
747	0.09356491723
748	0.09350759136
749	0.09342091111
750	0.09335529001
751	0.09325490274
752	0.09315350663
753	0.093089379
754	0.09308335994
755	0.09302467989
756	0.09299232638
757	0.0928794634
758	0.09282415664
759	0.09268721718
760	0.09259577589
761	0.09252287072
762	0.09240950169
763	0.09233490546
764	0.09227646473
765	0.09219089703
766	0.09214955734
767	0.09210390756
768	0.09209983502
769	0.09200423061
770	0.09195307013
771	0.09187292648
772	0.09184256017
773	0.09178454938
774	0.09171745034
775	0.09164124113
776	0.09159844401
777	0.09151972894
778	0.09144736238
779	0.09132228398
780	0.09124148266
781	0.09112172928
782	0.09101538638
783	0.09095542915
784	0.09084253685
785	0.09079284338
786	0.09075548768
787	0.09068548419
788	0.09060719722
789	0.09060330099
790	0.09047509254
791	0.09047156568
792	0.09041487974
793	0.09032814307
794	0.09028022816
795	0.09023134555
796	0.09013908877
797	0.09012667934
798	0.09005196109
799	0.08998129577
800	0.08986341826
801	0.08978435424
802	0.08969884514
803	0.08955906372
804	0.08946447134
805	0.08940429936
806	0.08934650999
807	0.08927602227
808	0.08923425758
809	0.08919359552
810	0.08910739422
811	0.08910380127
812	0.08901562553
813	0.0889496518
814	0.08884643728
815	0.08874247756
816	0.08865397131
817	0.08857921996
818	0.08852929639
819	0.08847208164
820	0.08840814596
821	0.08831520245
822	0.08826817742
823	0.08812867421
824	0.08812615869
825	0.08808954352
826	0.08801663345
827	0.08797853115
828	0.08787752116
829	0.08779323669
830	0.0877272512
831	0.08763478899
832	0.08757527913
833	0.08750085431
834	0.08740768018
835	0.08728780407
836	0.08724901073
837	0.08719817958
838	0.08711247993
839	0.08704339397
840	0.08701488281
841	0.08688781778
842	0.08681933579
843	0.08678264363
844	0.08671672681
845	0.08667082715
846	0.08660776601
847	0.086499745
848	0.08641129131
849	0.08634227615
850	0.08627335109
851	0.08621612521
852	0.08616878552
853	0.08610738812
854	0.0860491355
855	0.08593160517
856	0.08588179226
857	0.08580897051
858	0.0857470169
859	0.08565151985
860	0.08561036549
861	0.08558075917
862	0.08553596144
863	0.08545913754
864	0.08543182484
865	0.08536517287
866	0.08527923064
867	0.08523810193
868	0.08519434958
869	0.08511221191
870	0.08504388408
871	0.08498905698
872	0.0848607829
873	0.08485713924
874	0.0847995433
875	0.08472379486
876	0.08468560881
877	0.08460003599
878	0.08456563789
879	0.08450778494
880	0.08444682467
881	0.08434543054
882	0.08430782806
883	0.08422322525
884	0.08415455571
885	0.08409780062
886	0.08406975398
887	0.08396421473
888	0.08390985462
889	0.08380128499
890	0.08372925813
891	0.08368484084
892	0.08358523333
893	0.0835509468
894	0.0835314138
895	0.08347050348
896	0.08344259597
897	0.08335971172
898	0.08328990149
899	0.08322598242
900	0.08316803743
901	0.0830958362
902	0.08301143641
903	0.08294097416
904	0.08284215612
905	0.0827725977
906	0.0827350098
907	0.08269107011
908	0.08263167609
909	0.08257220143
910	0.08242605555
911	0.08238979524
912	0.08229829268
913	0.08225224962
914	0.0822101405
915	0.08213893785
916	0.08209755061
917	0.08203401743
918	0.08196538114
919	0.08189253182
920	0.0818474286
921	0.08175796609
922	0.08175420187
923	0.08171212587
924	0.08166458458
925	0.0815701946
926	0.08149315456
927	0.0814277417
928	0.08134850616
929	0.08130180679
930	0.08124242663
931	0.08120510327
932	0.08112545467
933	0.08108380717
934	0.08102302612
935	0.08099297909
936	0.080951565
937	0.08086875797
938	0.08081492491
939	0.08072921144
940	0.08065142791
941	0.0805829676
942	0.08051211667
943	0.08049649358
944	0.08039762677
945	0.08035721862
946	0.08033069595
947	0.08027054491
948	0.08020343631
949	0.08016422785
950	0.08010980087
951	0.08006141878
952	0.08000414058
953	0.07993086779
954	0.07984512298
955	0.07979263662
956	0.07977192839
957	0.07971401989
958	0.07963949745
959	0.07955964364
960	0.07946455927
961	0.07940049181
962	0.07933985257
963	0.07927409389
964	0.07924187599
965	0.07919061562
966	0.07915131318
967	0.07910445637
968	0.07902728813
969	0.07899196896
970	0.07892098609
971	0.07880494238
972	0.07876969073
973	0.0786230865
974	0.07852553229
975	0.0785191199
976	0.07848360571
977	0.07844082785
978	0.07839044203
979	0.07832661998
980	0.07824731627
981	0.07818333067
982	0.07812367043
983	0.07804436323
984	0.07804004116
985	0.07796875648
986	0.07787149527
987	0.07781462361
988	0.07777964236
989	0.07776399349
990	0.07772143738
991	0.07764999321
992	0.07760215364
993	0.07756939414
994	0.0775133086
995	0.07747842506
996	0.07744103316
997	0.07738904016
998	0.07732543452
999	0.07724988076
